pos,correct_response,condition,counter_balancing.thisRepN,counter_balancing.thisTrialN,counter_balancing.thisN,counter_balancing.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,instruction.started,instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,final.started,key_resp_3.started,final.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-150,z,sequential,0,0,0,0,,,,,45,0,180,0,420.1756173330359,,,,,,,,,,,,,,420.16694829199696,0.6073170829913579,420.95830858300906,z,1,0.18020233302377164,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
-50,x,sequential,0,0,0,0,,,,,45,1,181,1,420.9664096669876,,,,,,,,,,,,,,420.95904645801056,0.6009325829800218,421.80871362501057,x,1,0.24508929095463827,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
50,c,sequential,0,0,0,0,,,,,45,2,182,2,421.81745600001886,,,,,,,,,,,,,,421.8095500000054,0.6071052909828722,422.90215595799964,v,0,0.47954866697546095,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
150,v,sequential,0,0,0,0,,,,,45,3,183,3,422.9112348330091,,,,,,,,,,,,,,422.9030380420154,0.604344499995932,425.03438687499147,v,1,1.5207240419695154,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
-150,z,sequential,0,0,0,0,,,,,46,0,184,0,425.04398191702785,,,,,,,,,,,,,,425.0352007080219,0.6066841250285506,425.89158483297797,z,1,0.24781570897903293,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
-50,x,sequential,0,0,0,0,,,,,46,1,185,1,425.9078718330129,,,,,,,,,,,,,,425.8925490420079,0.6061880000052042,426.84884895803407,x,1,0.34478820802178234,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
50,c,sequential,0,0,0,0,,,,,46,2,186,2,426.85748345800675,,,,,,,,,,,,,,426.84973770799115,0.6007092499639839,427.8699754999834,c,1,0.41041024995502084,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
150,v,sequential,0,0,0,0,,,,,46,3,187,3,427.8774486670154,,,,,,,,,,,,,,427.8709176669945,0.6035607920493931,428.6587222919916,v,1,0.17410083301365376,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
-150,z,sequential,0,0,0,0,,,,,47,0,188,0,428.66743924998445,,,,,,,,,,,,,,428.65967220801394,0.6076138339703903,429.4416217079852,z,1,0.16546616703271866,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
-50,x,sequential,0,0,0,0,,,,,47,1,189,1,429.45051058300305,,,,,,,,,,,,,,429.44255824998254,0.601220500015188,430.22471904201666,x,1,0.17523020796943456,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
50,c,sequential,0,0,0,0,,,,,47,2,190,2,430.2332851670217,,,,,,,,,,,,,,430.2255921670003,0.5995862910058349,431.13262520800345,c,1,0.30367187497904524,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
150,v,sequential,0,0,0,0,,,,,47,3,191,3,431.1415398750105,,,,,,,,,,,,,,431.13334879203467,0.6071135000092909,431.914833708026,v,1,0.168611166998744,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
-150,z,sequential,0,0,0,0,,,,,48,0,192,0,431.9239229169907,,,,,,,,,,,,,,431.91561379202176,0.5990033749840222,432.71530820801854,z,1,0.19837137503782287,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
-50,x,sequential,0,0,0,0,,,,,48,1,193,1,432.72414445801405,,,,,,,,,,,,,,432.7162318750052,0.5991406250395812,433.6907782499911,x,1,0.3682653330033645,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
50,c,sequential,0,0,0,0,,,,,48,2,194,2,433.6989889169927,,,,,,,,,,,,,,433.69169050001074,0.599126040993724,434.64128191699274,c,1,0.348741166992113,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
150,v,sequential,0,0,0,0,,,,,48,3,195,3,434.657672292029,,,,,,,,,,,,,,434.64232699997956,0.6062548749614507,435.5411462080083,v,1,0.28485470794839785,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
-150,z,sequential,0,0,0,0,,,,,49,0,196,0,435.5485800000024,,,,,,,,,,,,,,435.5418194170343,0.6058657090179622,436.340621292009,z,1,0.1846249169902876,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
-50,x,sequential,0,0,0,0,,,,,49,1,197,1,436.34808274998795,,,,,,,,,,,,,,436.34134862502106,0.5997006249963306,437.1483789579943,x,1,0.20262408402049914,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
50,c,sequential,0,0,0,0,,,,,49,2,198,2,437.15664724999806,,,,,,,,,,,,,,437.14916362502845,0.5998307089903392,438.0149232079857,c,1,0.26067162497201934,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
150,v,sequential,0,0,0,0,,,,,49,3,199,3,438.0240324580227,,,,,,,,,,,,,,438.0156124579953,0.5994987090234645,438.81492462498136,v,1,0.19857054098974913,None,kruti,001,2023-10-18_12h19.52.487,oct 9 class,2023.2.2,119.64250724903314,2023-10-18 12h20.00.654260 +0530,
